age,infection,class
26.33570390365462,7.005414930778329,Elderly
27.24681016739455,5.869007933341891,Elderly
28.15790783449477,4.637900352785664,Elderly
29.068987448651576,3.2079215476780973,Elderly
29.98006018549662,1.7021822760747227,Elderly
30.891372768589754,2.838589273511161,Elderly
31.664452817810854,2.096768039073595,Elderly
32.713679859106506,1.607481692955048,Elderly
33.62512998843511,4.259098020306851,Elderly
34.53639099168995,4.827301519025127,Elderly
35.44772076806251,6.153109682701029,Elderly
36.56594264875819,5.265291715953708,Elderly
37.60168621885145,8.331223094454344,Elderly
38.47174008928801,11.229060937917325,Elderly
39.75594395539075,13.729156332277626,Elderly
40.58431615849669,13.729156332277626,Elderly
41.62001781997132,16.33342236806959,Elderly
42.65587422096086,20.64229890001627,Elderly
43.52553866361826,19.250200328156552,Elderly
44.726744552247695,19.97939481817832,Elderly
45.55520081138642,20.905356075348777,Elderly
46.65103931081738,26.92410424695686,Elderly
47.62810186001079,42.61283418378855,Elderly
48.54123779038785,63.835234860914966,Elderly
49.41324137871218,88.21116495592776,Elderly
50.161120736796946,114.03680314419819,Elderly
50.94998958943781,135.13530389174298,Elderly
51.653881016671946,132.65730530011058,Elderly
